-0.123, -85.25
4.064, -133.25
8.249, -92.25
12.43, -106.25
16.607, -88.25
20.781, -96.25
24.951, -40.25
29.118, -46.25
33.282, -46.25
37.442, -53.25
41.599, -32.25
45.752, -62.25
49.902, -37.25
54.048, -13.25
58.191, -49.25
62.331, -58.25
66.467, -49.25
70.6, -29.25
74.73, 16.75
78.856, -23.25
82.978, -29.25
87.098, -6.25
91.214, -27.25
95.326, -11.25
99.435, -20.25
103.541, 2.75
107.644, -14.25
111.743, -13.25
115.838, -8.25
119.931, -7.25
124.02, 7.75
128.105, 14.75
132.188, 31.75
136.267, 4.75
140.342, 24.75
144.415, 2.75
148.484, -10.25
152.549, 25.75
156.612, 33.75
160.671, 17.75
164.727, 45.75
168.779, 48.75
172.828, 40.75
176.874, 37.75
180.917, 52.75
184.956, 48.75
188.992, 109.75
193.025, 103.75
197.054, 187.75
201.08, 285.75
205.103, 467.75
209.123, 992.75
213.139, 1763.75
217.152, 2904.75
221.162, 4142.75
225.168, 5434.75
229.172, 6090.75
233.172, 6383.75
237.169, 6415.75
241.162, 6376.75
245.153, 6348.75
249.14, 6343.75
253.124, 6235.75
257.104, 6325.75
261.082, 6242.75
265.056, 6347.75
269.027, 6088.75
272.995, 6235.75
276.96, 6322.75
280.921, 6201.75
284.879, 6213.75
288.835, 6200.75
292.786, 6184.75
296.735, 6294.75
300.681, 6323.75
304.623, 6364.75
308.562, 6391.75
312.498, 6380.75
316.431, 6320.75
320.361, 6344.75
324.287, 6401.75
328.21, 6408.75
332.131, 6366.75
336.048, 6399.75
339.962, 6406.75
343.872, 6315.75
347.78, 6436.75
351.684, 6411.75
355.586, 6253.75
359.484, 6257.75
363.379, 6198.75
367.271, 6211.75
371.16, 6243.75
375.046, 6160.75
378.928, 6126.75
382.808, 6049.75
386.684, 6096.75
390.558, 6000.75
394.428, 6004.75
398.295, 6084.75
402.159, 6029.75
406.02, 6031.75
409.878, 5851.75
413.733, 5843.75
417.585, 5788.75
421.433, 5808.75
425.279, 5776.75
429.122, 5477.75
432.961, 5516.75
436.798, 5436.75
440.631, 5406.75
444.461, 5385.75
448.289, 5371.75
452.113, 5354.75
455.934, 5255.75
459.752, 5198.75
463.567, 5180.75
467.38, 5150.75
471.189, 5062.75
474.995, 5094.75
478.798, 4981.75
482.598, 4960.75
486.395, 4891.75
490.189, 4860.75
493.98, 4777.75
497.768, 4649.75
501.553, 4566.75
505.335, 4413.75
509.114, 4514.75
512.89, 4481.75
516.663, 4461.75
520.433, 4487.75
524.2, 4365.75
527.965, 4424.75
531.726, 4360.75
535.484, 4349.75
539.239, 4266.75
542.992, 4331.75
546.741, 4325.75
550.487, 4140.75
554.231, 4128.75
557.971, 4165.75
561.709, 4127.75
565.443, 4049.75
569.175, 4045.75
572.904, 3951.75
576.629, 3893.75
580.352, 3880.75
584.072, 3971.75
587.789, 3885.75
591.503, 3800.75
595.214, 3831.75
598.923, 3851.75
602.628, 3812.75
606.331, 3825.75
610.03, 3789.75
613.727, 3617.75
617.421, 3644.75
621.111, 3582.75
