-0.123, -0.88
4.064, 16.12
8.249, -6.88
12.43, 43.12
16.607, 62.12
20.781, 88.12
24.951, 114.12
29.118, 126.12
33.282, 153.12
37.442, 122.12
41.599, 165.12
45.752, 160.12
49.902, 173.12
54.048, 199.12
58.191, 200.12
62.331, 214.12
66.467, 235.12
70.6, 259.12
74.73, 274.12
78.856, 260.12
82.978, 272.12
87.098, 312.12
91.214, 313.12
95.326, 330.12
99.435, 351.12
103.541, 356.12
107.644, 354.12
111.743, 408.12
115.838, 421.12
119.931, 496.12
124.02, 499.12
128.105, 552.12
132.188, 579.12
136.267, 661.12
140.342, 699.12
144.415, 777.12
148.484, 859.12
152.549, 912.12
156.612, 988.12
160.671, 1083.12
164.727, 1182.12
168.779, 1332.12
172.828, 1495.12
176.874, 1677.12
180.917, 1876.12
184.956, 2288.12
188.992, 2846.12
193.025, 3712.12
197.054, 5512.12
201.08, 9042.12
205.103, 16260.12
209.123, 29782.12
213.139, 51747.12
217.152, 82373.12
221.162, 116350.12
225.168, 145577.12
229.172, 164946.12
233.172, 172740.12
237.169, 174832.12
241.162, 174478.12
245.153, 173478.12
249.14, 173258.12
253.124, 173043.12
257.104, 172658.12
261.082, 171891.12
265.056, 170988.12
269.027, 169539.12
272.995, 168080.12
276.96, 166732.12
280.921, 165237.12
284.879, 163848.12
288.835, 162805.12
292.786, 161779.12
296.735, 161188.12
300.681, 160859.12
304.623, 160470.12
308.562, 159351.12
312.498, 158529.12
316.431, 156910.12
320.361, 155311.12
324.287, 154127.12
328.21, 152844.12
332.131, 151193.12
336.048, 150072.12
339.962, 148588.12
343.872, 147571.12
347.78, 146870.12
351.684, 145808.12
355.586, 144399.12
359.484, 142890.12
363.379, 141599.12
367.271, 139815.12
371.16, 138899.12
375.046, 137810.12
378.928, 137240.12
382.808, 136434.12
386.684, 136296.12
390.558, 135274.12
394.428, 135373.12
398.295, 134535.12
402.159, 133859.12
406.02, 133638.12
409.878, 132850.12
413.733, 131518.12
417.585, 130302.12
421.433, 128243.12
425.279, 126641.12
429.122, 125126.12
432.961, 123256.12
436.798, 121935.12
440.631, 120425.12
444.461, 119130.12
448.289, 118082.12
452.113, 117293.12
455.934, 116668.12
459.752, 116341.12
463.567, 115811.12
467.38, 115439.12
471.189, 115105.12
474.995, 114654.12
478.798, 114362.12
482.598, 114446.12
486.395, 114149.12
490.189, 113973.12
493.98, 113663.12
497.768, 113532.12
501.553, 113169.12
505.335, 112807.12
509.114, 112316.12
512.89, 111584.12
516.663, 111254.12
520.433, 111402.12
524.2, 112501.12
527.965, 111639.12
531.726, 108930.12
535.484, 106316.12
539.239, 104869.12
542.992, 103954.12
546.741, 102582.12
550.487, 101512.12
554.231, 100769.12
557.971, 99279.12
561.709, 98384.12
565.443, 97920.12
569.175, 97216.12
572.904, 96545.12
576.629, 96044.12
580.352, 95878.12
584.072, 96026.12
587.789, 95963.12
591.503, 96187.12
595.214, 96356.12
598.923, 96584.12
602.628, 97063.12
606.331, 97268.12
610.03, 97706.12
613.727, 97771.12
617.421, 98077.12
621.111, 98612.12
624.799, 99322.12
628.485, 99922.12
632.167, 100191.12
635.846, 100208.12
639.523, 99696.12
643.196, 98995.12
646.867, 98874.12
650.535, 98458.12
654.2, 98588.12
657.862, 98329.12
661.521, 98581.12
665.178, 98567.12
668.831, 98502.12
672.482, 98336.12
676.13, 97450.12
679.775, 96293.12
683.417, 95217.12
687.056, 94275.12
690.693, 93663.12
694.327, 94292.12
697.958, 95355.12
701.586, 97051.12
705.211, 98601.12
708.833, 100481.12
712.453, 102462.12
716.07, 104255.12
719.684, 105635.12
723.295, 106444.12
726.903, 107085.12
730.509, 107826.12
734.112, 109767.12
737.712, 111973.12
741.309, 115161.12
744.903, 118259.12
748.495, 121273.12
752.084, 123934.12
755.67, 125617.12
759.253, 126350.12
762.834, 126659.12
766.412, 126939.12
769.987, 127610.12
773.559, 128632.12
777.129, 130127.12
780.695, 130272.12
784.26, 128572.12
787.821, 125668.12
791.379, 123733.12
794.935, 122305.12
798.488, 121000.12
802.038, 118169.12
805.586, 114430.12
809.131, 111366.12
812.673, 109114.12
816.212, 108217.12
819.749, 107438.12
823.283, 106512.12
826.814, 105198.12
830.343, 103551.12
833.869, 101993.12
837.392, 100324.12
840.912, 99200.12
844.43, 98670.12
847.945, 98242.12
851.457, 97488.12
854.967, 97016.12
858.474, 96407.12
861.978, 95658.12
865.48, 95302.12
868.979, 95724.12
872.475, 96997.12
875.968, 99050.12
879.459, 101087.12
882.947, 101583.12
886.433, 99552.12
889.916, 96816.12
893.396, 94081.12
896.874, 93148.12
900.349, 94017.12
903.821, 97399.12
907.29, 107062.12
910.757, 115468.12
914.222, 116426.12
917.683, 113728.12
921.142, 103107.12
924.599, 99133.12
928.053, 98230.12
931.504, 97941.12
934.952, 98998.12
938.398, 101271.12
941.841, 103620.12
945.282, 104207.12
948.72, 102287.12
952.156, 100476.12
955.588, 99359.12
959.019, 99715.12
962.446, 100942.12
965.871, 104120.12
969.294, 109872.12
972.714, 116414.12
976.131, 121707.12
979.546, 123380.12
982.958, 122973.12
986.367, 124811.12
989.774, 128526.12
993.178, 129840.12
996.58, 127931.12
999.979, 122964.12
1003.376, 116184.12
1006.77, 108697.12
1010.161, 100535.12
1013.55, 93170.12
1016.937, 87633.12
1020.321, 84527.12
1023.702, 84722.12
1027.08, 86392.12
1030.457, 87497.12
1033.83, 86775.12
1037.201, 82598.12
1040.57, 76702.12
1043.936, 71803.12
1047.299, 68358.12
1050.66, 66945.12
1054.019, 66367.12
1057.375, 66659.12
1060.728, 66834.12
1064.079, 67608.12
1067.427, 69125.12
1070.773, 69016.12
1074.116, 68213.12
1077.457, 66604.12
1080.795, 66156.12
1084.131, 65718.12
1087.464, 66088.12
1090.795, 66554.12
1094.123, 67329.12
1097.449, 66843.12
1100.772, 66029.12
1104.093, 65790.12
1107.411, 66034.12
1110.727, 66374.12
1114.041, 65872.12
1117.351, 64793.12
1120.66, 63674.12
1123.966, 62349.12
1127.269, 61675.12
1130.57, 61550.12
1133.869, 61725.12
1137.165, 62437.12
1140.458, 63311.12
1143.75, 64576.12
1147.038, 65852.12
1150.324, 67640.12
1153.608, 69563.12
1156.89, 72391.12
1160.168, 75336.12
1163.445, 79013.12
1166.719, 83513.12
1169.991, 89218.12
1173.26, 95087.12
1176.526, 98778.12
1179.791, 101253.12
1183.053, 101918.12
1186.312, 101398.12
1189.569, 98760.12
1192.824, 96561.12
1196.076, 94890.12
1199.326, 94733.12
1202.573, 97114.12
1205.818, 103531.12
1209.06, 114353.12
1212.301, 126865.12
1215.538, 136007.12
1218.774, 136645.12
1222.007, 129376.12
1225.237, 118097.12
1228.465, 105989.12
1231.691, 96149.12
1234.914, 88122.12
1238.135, 81374.12
1241.354, 75316.12
1244.57, 69552.12
1247.784, 64442.12
1250.996, 60649.12
1254.205, 58216.12
1257.411, 57001.12
1260.616, 56200.12
1263.818, 55608.12
1267.018, 54653.12
1270.215, 54012.12
1273.41, 53262.12
1276.602, 53036.12
1279.793, 52978.12
1282.981, 53151.12
1286.166, 52280.12
1289.349, 51155.12
1292.53, 49424.12
1295.709, 47785.12
1298.885, 46464.12
1302.059, 45410.12
1305.23, 44661.12
1308.399, 44578.12
1311.566, 45319.12
1314.731, 46381.12
1317.893, 48191.12
1321.053, 49617.12
1324.21, 50313.12
1327.366, 51598.12
1330.519, 54286.12
1333.669, 58253.12
1336.818, 63222.12
1339.964, 69654.12
1343.107, 80176.12
1346.249, 98512.12
1349.388, 124447.12
1352.525, 150764.12
1355.659, 167753.12
1358.792, 171014.12
1361.922, 165597.12
1365.049, 155248.12
1368.175, 145577.12
1371.298, 137491.12
1374.419, 128863.12
1377.537, 118030.12
1380.653, 105687.12
1383.767, 93092.12
1386.879, 81238.12
1389.989, 71015.12
1393.096, 62187.12
1396.201, 55313.12
